1554670228 0 0 0 0 49
1554754572 0 0 0 2155 49
1554754626 0 0 10 2155 49
1554755998 0 0 2850 2155 49
1554825451 0 0 4616 2155 49
1554999656 0 0 4616 2155 49
1555203533 0 0 4764 2155 49
1555271827 0 0 4764 2155 49
1555302144 0 0 78146 2155 49
1555307175 2524 0 78146 2155 49
1555342900 2601 0 78146 2155 49
1555346091 2601 0 78223 2155 49
1555354136 2601 0 82764 2155 49
1555354659 2601 0 82764 17477 49
1555354725 2601 0 82765 17477 49
1555354753 2868 0 82765 17477 49
1555556523 2868 0 192938 17477 49
1555562463 3311 0 192938 17477 49
1555562589 3311 0 192938 17477 49
1555562710 3394 0 192938 17477 49
1555601316 4177 0 192938 17477 49
1555604431 4180 0 192938 17477 49
1555606265 4180 0 193078 17477 49
1555606961 4247 0 193078 17477 49
1555607027 4247 0 193078 17477 49
1555607107 4250 0 193078 17477 49
1555650855 4412 0 193078 17477 49
1555725296 4412 0 193078 25586 49
1555732582 4412 0 197845 25586 49
1555736805 4412 0 197845 32239 49
1555736833 4412 0 197845 32239 49
1555737386 4412 0 197845 32239 49
1555827986 6934 0 197845 32239 49
1555891627 6973 0 197845 32239 49
1555891691 6973 0 197845 32239 49
1555891924 6973 0 197845 32240 49
1555892260 6973 0 197845 32240 49
1555892455 6973 0 197848 32240 49
1555898630 8819 0 197848 32240 49
1555910595 9119 0 197848 32240 49
1555953669 9225 0 197848 32240 49
1555953687 9225 0 197848 32240 49
1555956045 9225 0 198437 32240 49
1555957292 10898 0 198437 32240 49
1555957373 10898 0 198437 32240 49
1555957492 10899 0 198437 32240 49
1555959239 10899 0 199649 32240 49
1555959258 10899 0 199649 32240 49
1555968820 10899 0 204603 32240 49
1556033345 10909 0 204603 32240 49
1556033379 10909 0 204603 32240 49
1556039109 13805 0 204603 32240 49
1556414030 14338 0 204603 32240 49
1556480582 14451 0 204603 32240 49
1556483980 15315 0 204603 32240 49
1556484125 15319 0 204603 32240 49
1556489873 15427 0 204603 32240 49
1556499543 15427 19770 204603 32240 49
1556508631 15427 19783 204603 32240 49
1556509151 19523 19783 204603 32240 49
1556509445 19523 19783 204603 32240 49
1556509541 19529 19783 204603 32240 49
1556511296 19529 19807 204603 32240 49
1556511329 19529 19807 204603 32240 49
1556512766 19529 21693 204603 32240 49
1556512790 19529 21700 204603 32240 49
1556567081 19529 21700 207204 32240 49
1556573922 19529 21700 231363 32240 49
1557109699 19529 24192 231363 32240 49
1557261099 21535 24192 231363 32240 49
1557261338 21740 24192 231363 32240 49
1557279861 21740 26189 231363 32240 49
1557281764 21740 26293 231363 32240 49
1557289000 23766 26293 231363 32240 49
1557330171 23766 29043 231363 32240 49
1557330202 23766 29867 231363 32240 49
1557356364 23766 32537 231363 32240 49
1557370169 29344 32537 231363 32240 49
1557370331 29344 32537 231363 32240 49
1557373364 29348 32537 231363 32240 49
1557373924 29360 32537 231363 32240 49
1557377419 29360 33064 231363 32240 49
1557377531 29360 33064 231363 32240 49
1557435880 29360 37119 231363 32240 49
1557460642 31332 37119 231363 32240 49
1557525367 31714 37119 231363 32240 49
1557525534 31714 38530 231363 32240 49
1557525565 31714 38530 231363 32240 49
1557529491 31714 38572 231363 32240 49
1557532592 31970 38572 231363 32240 49
1557532606 31970 38572 231363 32240 49
1557532835 31970 39309 231363 32240 49
1557532854 31970 39309 231363 32240 49
1557535401 31970 39314 231363 32240 49
1557536699 31970 39321 231363 32240 49
1557536996 31970 40065 231363 32240 49
1557536999 31970 40065 231363 32240 49
1557537737 31970 40088 231363 32240 49
1557538590 32909 40088 231363 32240 49
1557538626 32909 40088 231363 32240 49
1557539119 32913 40088 231363 32240 49
1557539204 32913 41495 231363 32240 49
1557539846 32944 41495 231363 32240 49
1557539855 32944 41495 231363 32240 49
1557541678 34350 41495 231363 32240 49
1557542118 34351 41495 231363 32240 49
1557545200 34351 41495 231363 32240 49
1557545226 34351 41500 231363 32240 49
1557545254 34351 41500 231363 32240 49
1557545847 34351 42154 231363 32240 49
1557546010 34352 42154 231363 32240 49
1557546275 34356 42154 231363 32240 49
1557546299 34356 42154 231363 32240 49
1557546348 34364 42154 231363 32240 49
