1554670228 0 0 0 0 2
1554754572 0 0 0 1 2
1554754626 0 0 1 1 2
1554755998 0 0 2 1 2
1554825451 0 0 3 1 2
1554999656 1 0 3 1 2
1555203533 1 0 4 1 2
1555271827 1 1 4 1 2
1555302144 1 1 5 1 2
1555307175 2 1 5 1 2
1555342900 3 1 5 1 2
1555346091 3 1 6 1 2
1555354136 3 1 7 1 2
1555354659 3 1 7 2 2
1555354725 3 1 8 2 2
1555354753 4 1 8 2 2
1555556523 4 1 9 2 2
1555562463 5 1 9 2 2
1555562589 6 1 9 2 2
1555562710 7 1 9 2 2
1555601316 8 1 9 2 2
1555604431 9 1 9 2 2
1555606265 9 1 10 2 2
1555606961 10 1 10 2 2
1555607027 11 1 10 2 2
1555607107 12 1 10 2 2
1555650855 13 1 10 2 2
1555725296 13 1 10 3 2
1555732582 13 1 11 3 2
1555736805 13 1 11 4 2
1555736833 13 1 11 5 2
1555737386 13 1 11 6 2
1555827986 14 1 11 6 2
1555891627 15 1 11 6 2
1555891691 16 1 11 6 2
1555891924 16 1 11 7 2
1555892260 17 1 11 7 2
1555892455 17 1 12 7 2
1555898630 18 1 12 7 2
1555910595 19 1 12 7 2
1555953669 20 1 12 7 2
1555953687 21 1 12 7 2
1555956045 21 1 13 7 2
1555957292 22 1 13 7 2
1555957373 23 1 13 7 2
1555957492 24 1 13 7 2
1555959239 24 1 14 7 2
1555959258 24 1 15 7 2
1555968820 24 1 16 7 2
1556033345 25 1 16 7 2
1556033379 26 1 16 7 2
1556039109 27 1 16 7 2
1556414030 28 1 16 7 2
1556480582 29 1 16 7 2
1556483980 30 1 16 7 2
1556484125 31 1 16 7 2
1556489873 32 1 16 7 2
1556499543 32 2 16 7 2
1556508631 32 3 16 7 2
1556509151 33 3 16 7 2
1556509445 34 3 16 7 2
1556509541 35 3 16 7 2
1556511296 35 4 16 7 2
1556511329 35 5 16 7 2
1556512766 35 6 16 7 2
1556512790 35 7 16 7 2
1556567081 35 7 17 7 2
1556573922 35 7 18 7 2
1557109699 35 8 18 7 2
1557261099 36 8 18 7 2
1557261338 37 8 18 7 2
1557279861 37 9 18 7 2
1557281764 37 10 18 7 2
1557289000 38 10 18 7 2
1557330171 38 11 18 7 2
1557330202 38 12 18 7 2
1557356364 38 13 18 7 2
1557370169 39 13 18 7 2
1557370331 40 13 18 7 2
1557373364 41 13 18 7 2
1557373924 42 13 18 7 2
1557377419 42 14 18 7 2
1557377531 42 15 18 7 2
1557435880 42 16 18 7 2
1557460642 43 16 18 7 2
1557525367 44 16 18 7 2
1557525534 44 17 18 7 2
1557525565 44 18 18 7 2
1557529491 44 19 18 7 2
1557532592 45 19 18 7 2
1557532606 46 19 18 7 2
1557532835 46 20 18 7 2
1557532854 46 21 18 7 2
1557535401 46 22 18 7 2
1557536699 46 23 18 7 2
1557536996 46 24 18 7 2
1557536999 46 25 18 7 2
1557537737 46 26 18 7 2
1557538590 47 26 18 7 2
1557538626 48 26 18 7 2
1557539119 49 26 18 7 2
1557539204 49 27 18 7 2
1557539846 50 27 18 7 2
1557539855 51 27 18 7 2
1557541678 52 27 18 7 2
1557542118 53 27 18 7 2
1557545200 54 27 18 7 2
1557545226 54 28 18 7 2
1557545254 54 29 18 7 2
1557545847 54 30 18 7 2
1557546010 55 30 18 7 2
1557546275 56 30 18 7 2
1557546299 57 30 18 7 2
1557546348 58 30 18 7 2
